timestamp, ax, ay, az, wx, wy, wz, lat, lon, alt_m, travel_r_v
2166,-0.422931,0.486939,-1.018744,0.010996,-0.009774,0.004887,0.00000000000000,0.00000000000000,0.000000,3.263736
2168,-0.422931,0.486939,-1.018744,0.010996,-0.009774,0.004887,0.00000000000000,0.00000000000000,0.000000,3.287106
2171,-0.422931,0.486939,-1.018744,0.010996,-0.009774,0.004887,0.00000000000000,0.00000000000000,0.000000,3.293553
2186,-0.422931,0.485743,-1.018744,0.009774,-0.009774,0.003665,0.00000000000000,0.00000000000000,0.000000,3.291941
2188,-0.422931,0.485743,-1.018744,0.009774,-0.009774,0.003665,0.00000000000000,0.00000000000000,0.000000,3.289524
2191,-0.422931,0.485743,-1.018744,0.009774,-0.009774,0.003665,0.00000000000000,0.00000000000000,0.000000,3.289524
2193,-0.422931,0.485743,-1.019941,0.007330,-0.008552,0.003665,0.00000000000000,0.00000000000000,0.000000,3.262124
2208,-0.423530,0.486939,-1.018744,0.006109,-0.007330,0.004887,0.00000000000000,0.00000000000000,0.000000,3.255678
2211,-0.423530,0.486939,-1.018744,0.006109,-0.006109,0.003665,0.00000000000000,0.00000000000000,0.000000,3.267766
2213,-0.422333,0.485145,-1.018146,0.004887,-0.006109,0.003665,0.00000000000000,0.00000000000000,0.000000,3.254872
2216,-0.422333,0.485145,-1.018146,0.004887,-0.006109,0.003665,0.00000000000000,0.00000000000000,0.000000,3.287912
2242,-0.421735,0.485743,-1.018744,0.004887,-0.007330,0.003665,0.00000000000000,0.00000000000000,0.000000,3.279854
2257,-0.422333,0.485145,-1.018744,0.003665,-0.007330,0.004887,0.00000000000000,0.00000000000000,0.000000,3.267766
2259,-0.422333,0.485145,-1.018744,0.003665,-0.007330,0.004887,0.00000000000000,0.00000000000000,0.000000,3.291136
2262,-0.422333,0.485145,-1.018744,0.003665,-0.007330,0.004887,0.00000000000000,0.00000000000000,0.000000,3.295165
2265,-0.422333,0.485145,-1.018744,0.003665,-0.007330,0.004887,0.00000000000000,0.00000000000000,0.000000,3.274212
2279,-0.422931,0.486939,-1.019941,0.001222,-0.007330,0.004887,0.00000000000000,0.00000000000000,0.000000,3.291941
2282,-0.422931,0.486939,-1.019941,0.001222,-0.007330,0.004887,0.00000000000000,0.00000000000000,0.000000,3.259707
2284,-0.422333,0.486341,-1.018146,0.002443,-0.006109,0.004887,0.00000000000000,0.00000000000000,0.000000,3.295165
2287,-0.422333,0.486341,-1.018146,0.002443,-0.006109,0.004887,0.00000000000000,0.00000000000000,0.000000,3.282271
2290,-0.422333,0.486341,-1.018146,0.002443,-0.006109,0.004887,0.00000000000000,0.00000000000000,0.000000,3.253260
2304,-0.423530,0.486341,-1.018744,0.004887,-0.007330,0.004887,0.00000000000000,0.00000000000000,0.000000,3.279048
2307,-0.423530,0.486341,-1.018744,0.004887,-0.007330,0.004887,0.00000000000000,0.00000000000000,0.000000,3.253260
2309,-0.423530,0.486341,-1.018744,0.004887,-0.007330,0.004887,0.00000000000000,0.00000000000000,0.000000,3.259707
2312,-0.423530,0.485743,-1.018744,0.004887,-0.007330,0.003665,0.00000000000000,0.00000000000000,0.000000,3.266960
2326,-0.423530,0.486341,-1.018146,0.004887,-0.007330,0.003665,0.00000000000000,0.00000000000000,0.000000,3.256484
2329,-0.423530,0.486341,-1.018146,0.004887,-0.007330,0.004887,0.00000000000000,0.00000000000000,0.000000,3.272601
2331,-0.421735,0.486341,-1.018744,0.003665,-0.006109,0.004887,0.00000000000000,0.00000000000000,0.000000,3.281465
2334,-0.421735,0.486341,-1.018744,0.003665,-0.006109,0.004887,0.00000000000000,0.00000000000000,0.000000,3.263736
2337,-0.421735,0.486341,-1.018744,0.003665,-0.006109,0.004887,0.00000000000000,0.00000000000000,0.000000,3.261319
2351,-0.422333,0.486341,-1.018146,0.001222,-0.006109,0.004887,0.00000000000000,0.00000000000000,0.000000,3.293553
2378,-0.422931,0.486939,-1.018744,0.004887,-0.007330,0.004887,0.00000000000000,0.00000000000000,0.000000,3.255678
2381,-0.422931,0.486939,-1.018744,0.004887,-0.007330,0.004887,0.00000000000000,0.00000000000000,0.000000,3.259707
